Comment;;;; Note 
On ne s'attend pas à de l'action, c'est sur. Ce film est cousue de fil blanc, on s'attend à un miracle, et , comme dans cette histoire, la fin fait comme un soufflé au fromage raté, tout tombe. C'est décevant pour une actrice comme Sylvie Testud, qui jusqu'à présent avait choisi des scénario valable.;;;; 1
Sympathique mais un peu trop farfelue à mon goût. Rien avoir avec le premier que j'ai vue, revue et rerevue tellement je l'ai apprécié. Il est fait pour la famille et surtout les enfants.;;;; 2.5
Très lent...Longuet pour 30mins d'actions seulement sur 2h...fin brutale.Extrêmement déçu !;;;; 5
Un film qui met 1h30 a démarrer, de l'ennui, je ne conseil vraiment pas ce film...On y retrouve les mêmes choses que dans le 1 (costumes / jeux / arènes) ! Je le considère comme un gros navet dont le but est, non pas de répondre aux attentes des gens, mais de faire de l'argent !! --&gt; 4.3 ? Note gonflé pour attirer bien évidemment !!! Du foutage de gueule des personnes jusqu'au bout...;;;; 5
Moi qui attendais la suite d'Hunger Games avec impatience...qu'un seul mot à dire: déçu. Une première partie trop longue, sans action, qui aurait être pu condensée. Une deuxième partie similaire au premier volet. Le réalisateur a trop insisté sur le triangle amoureux, on se croirait limite dans Twilight.Quand à la fin...WTF?? On nous balance tout d'un seul coup en moins de 1minute puis écran noir.;;;; 2.5
Ce deuxième volet est juste époustouflant ! Le jeu des acteurs est parfait ! Et ceux qui trouve que l'arrivée des tribus dans l'arène est trop longue, n'ont strictement rien compris au film, la première du film est tout aussi importante que la deuxième, il faut savoir aussi que ce film s'inspire du livre donc pour ceux qui n'ont pas compris l'importance du début je vous invite à prendre un peu de votre temps et a lire les livres;;;; 5
Ah enfin un film d'horreur intéressant ! J'ai bien flippé, je le conseil à tout le monde âmes sensibles s'abstenir !;;;; 4.5
Vu hier soir au Kinépolis de Mulhouse en avant-première, une tuerie tout simplement, fidèle mot pour mot au livre ! Allez le voir dès qu'il sort !;;;; 5
Ce film est super! Il suit parfaitement le premier. Il est tellement bien fait! J'ai passé une super soirée!;;;; 5
film super limite mieux que le premier on reste en haleine durant tout le long. maintenant qu'une hate c'est de voir la suite!;;;; 5
Film super avec une intrigue très soutenue, personnages très différents et émotions garanties! LE film à voir!;;;; 5
Super adaptation du roman, je ne suis pas du tout déçu même si certains petits détails manque à l'appel ! Bref courez dans le cinéma le plus proche de chez vous ;);;;; 5
Quelle déception !!! C'est affligeant, pathétique et tout ce qu'on veut.Ce Matrix Revolutions aura au moins eu le mérite de tenir son rang supposé dans la catégorie " décalage entre la promotion et la réalité du film ". Et pour ça c'est même l'une des plus grosses arnaques de l'histoire du cinéma. Ayant vu les deux précédents, je voulais effacer de mon esprit la pauvreté du second (hormis les scènes d'action). Et bien on peut dire que c'est raté, Revolutions étant au moins, sinon plus affligeant que le Reloaded, tout simplement déjà parce que l'action est remplacée par du bla bla ronflant et ennuyeux. Soit disant révolutionnaire, la scène d'action finale devait en être l'icône. Patatra... il n'y a rien de novateur là dedans, c'est du Dragon Ball Z pur et simple reformaté à la sauce Hollywood. Certes, les effets spéciaux sont réussis, mais on ne retrouve pas la magie du premier opus. A cela on peut ajouter la nullité des dialogues, tellement pathétiques entre Trinity et Néo a la fin que la salle riait... jaune.  Bref on s'ennuie ferme dans ce film et on attend la fin (si j'ose dire) avec impatience, histoire d'occuper sa journée à autre chose qu'une perte de temps (et d'argent) avec ce film tout droit sorti d'un studio de farces et attrapes américain. Le fossé est tellement énorme entre le premier et les deux suivants que ça me donne le vertige... au secours !! En clair ce film et une pompe à fric incroyablement qui réussit son coup (l'Etat pourrait s'en inspirer en lançant sa propre saga avec pour consultants la Warner! et ainsi combler le trou de la sécu).  A voir ça j'aurais préféré qu'il n'y ait jamais de suite afin que rien ne vienne ternir l'image du premier Matrix.;;;; 1
"Emprise" est la bonne surprise de l'année, c'est simple, il se place directement dans la même catégorie que "6e sens" et "Les autres".Mention spéciale pour le jeu des acteurs qui prouve tout simplement que le casting est parfait.;;;; 5
Voici enfin le troisième volet de Matrix, qui pour moi se termine en APOTHEOSE.C'est vraiment génial, les Wachoski se sont surpassés.Cette trilogie restera gravée à jamais dans l'histoire du cinéma.;;;; 5
Le film est vraiment parfait de A à Z, la scène où se déroule la bataille splendide. One s'ennuie pas une minute, le film est parfait. Je n'aurais qu'une seule chose à vous dire : allez le voir, mais vraiment et de préférence dans une grande salle !!!!!;;;; 5
Excellent film qui conclut merveilleusement la trilogie!;;;; 5
excellent , excellent;;;; 5
Ca mériterait 0 tant c'est affligeant de bêtise et d'inintelligence. Jim Carrey n'a pas encore compris qu'un acteur qui nous ressort la même soupe à chaque film ne pourra jamais transgresser la barrière de l'acteur pour se mettre dans le moule du personnage. Hilarant dans The Mask et Ace Ventura, Jim ne nous fait plus avaler ses grimaces ridicules car inutiles dans le cadre du personnage de Bruce qui n'est ni un homme élastique, ni un allumé. Non vraiment, on ne prend aucun plaisir et ce n'est pas la fin qui va tout arranger avec ce dénouement cucu insupportable. Allez hop poubelle et incinérateur.;;;; 1
INHUMAINEMENT INHUMAIN;;;; 5
Il est super nul...;;;; 1
Magnique, je crois que je n'ai jamais autant pleurer au cinéma de ma vie ... mais vue que je suis une très grande fan de la trilogie . Je ne pas vous dire la contraire ...avec le quart du budget de Matrix 1 pour la scène où Neo se bat avec Smith. Vous sortez de la salle, vous n'en croyez pas vos yeux... Avec 1 556 effets spéciaux, ça crève les yeux, non ?  Je vous laisse savourer le spectacle en allant le voir au cinéma tout de suite...;;;; 5
Tres bon x-men dans la ligner des autres , j'aime bien la petite ( toute petite ) apparition de Hugh Wolverine Hackman;;;; 5
J'ai longtemps hésité avant d'écrire une critique sur ce film... comment arrivr à le décrire en quelques lignes? Brokeback Mountain est de loin le film qui m'a le plus touché et pourtant j'en aie vu des centaines et des centaines! C'est surement le point le plus important de ce film, son côté émouvant et à qul point il peut nous marquer. Comme beaucoup l'ont déjà dis ce film n'ets pas du tout un "queer-movie" mais réellement une histoire d'amour et une des meilleurs jamais mise en scène au cinéma. Le jeu des acteurs est impeccable, la réalisation exemplaire, les paysages somptueux, le scénario totalement au point bref tout est réuni dans Brokeback Mountain pour en faire un chef d'oeuvre, un film qui je le pense traversera les temps! Je ne peux que conseiller à tout le monde de le voir et de ne surtout pas s'arrêter au thème du film qui peut en rebuter certains.;;;; 5
Scénario très original pour un jeu sadique et pervers. Le film mèle horreur et suspens. Très bon film.;;;; 5
Etant une très grande fan de Madonna, j'ai décider de voir ce film que je n'aurais certainement pas regarder si il n'y avait pas eu la présence de Madonna. Franchement j'ai trouver ce film divertissant, même si c'est très loin d'etre un chef d'oeuvre, j'ai passer un bon môment devant ce film!;;;; 4
J'ai adoré ce film. M'étant retrouvé à plusieurs reprises dans le cadre de selection en vue de recrutement, je me suis rapidement identifié aux personnages. Ce huis-clos arrive à surprendre par plusieurs rebondissements (jamais attendus) et avec un suspense toujours présent.;;;; 5
Un film fabuleux, avec des effets speciaux monstrueux et des ambigüités toujours présentes.Des acteurs qui jouent bien, ca donne envie d'y être quoi!Ce film, ainsi que cette trilogie, restera pour moi dans les annales !!!;;;; 5
Excellent. Drame intense, parsemée tout au long d'un humour sarcastique, menée par un scénario très juste, une "belle" image et des acteurs remarquables.Également une sorte de premier film (très attendu) pour la nouvelle vague des réalisateurs roumains. Les thèmes traitées, profondes et universelles, ne s'inspirent pas du passé communiste roumain, et des drames sociales qui en découlent. Réussi.;;;; 5
Je suis extrêmement déçu par ce 3ème Opus. Trop peu d'action dans la matrice, des dialogues ridicules, des situations grotesques aux frontières du comique, une fin assez bien trouvée mais qui laisse malheuresement beaucoup trop de questions en suspens (la matrice est-elle reloadée ? Comment vont survivre les machines ?)... Je m'attendais à la trilogie du siècle et au final? je préfère oublier qu'il existe une suite à Matrix. Les seules choses qui peuvent remonter le niveau de Matrix Revolutions sont les 2 principales scènes (attaque de Zion et la scène de fin) très bien réalisées, mais cela n'est pas digne d'une suite d'un film comme Matrix !;;;; 1
Matrix Revolutions ??? Matrix répétitions !!! Déception est le mot qui est sorti de ma bouche à la fin du film, pour lequel j'avais réservé ma place dés que possible. Reloaded m'avais déçue, Revolutions encore plus. Toutes les questions soulevées par le 2 ne sont pas résolues. Je m'attendais à la matrice de la matrice, en fait il ne fallait rien attendre. Pourquoi Néo arrête-t-il les sentinelles dans le monde réel ? Il les sent à la source ?!?! Je trouve l'histoire creuse, il n'y a pas d'originalité ; ils se sont pas foulés, la bataille de Sion, on l'avait déja imaginée entre potes à la fin du 1. La fin est risible, la paix !!?? Cela rime à rien. Trop de personnages inutiles, l'homme du train n'est pas développé, Belluci et Wilson servent strictement à rien, si ce n'est repomper la scène du premier Matrix (avec les pylônes). Quant à Morpheus, il est inexistant. La place me manque pour détruire un film, qui, lui, a détruit mon mythe de la matrice. VIVE DARK CITY !!!;;;; 1
Excellent travail ! On retrouve dans ce dernier volet le rythme décapant du premier opus. Les effets spéciaux sont remis au second plan tout en appuyant la trame narrative et font oublier les excès du deuxième volet dans ce domaine. La fin est tout aussi à la hauteur que la base de l'histoire : logique et inévitable.  Plus qu'à conseiller !!;;;; 5
Tempérons un peu les ardeurs des fans (les seuls à déposer ici un avis ?). Si vous attendez des réponses aux questions soulevées par le 2, ou même des ébauches d'embryons de piste, vous serez déçus. Le flou reste, voire s'épaissit. On commence à se demander si les frêres Wachowski eux-même connaissent les réponses ou s'ils ont l'intention d'étaler la confiture pour couvrir autant de bande que possible... Ce 3è volet ne sera donc sans doute pas le dernier. Il y a encore matière à faire de l'argent.Reste un bon divertissement, dommage, ça aurait pu être beaucoup plus...;;;; 2.5
Le deuxième film de la série, après la soupe bruyante administrée au monde le printemps dernier, ne tient toujours pas ses promesses.  Les directeurs Larry et Andy Wachowski ont fait des complexités du “Matrix” original, le jeu entre la réalité réelle et simulée, une chose secondaire.   Nous avons droit désormais à une suite de scènes de violence sans intérêt et d'une manière éblouissante à des dialogues absolument débiles.   Le fait que tant d'intellectuels aient en particulier trouvé dans The Matrix la fascination, me désole encore plus.  Pas beaucoup de philosophie là-dedans !!!;;;; 1
Ce 3ème volet est une suite bien réalisée avec un bon petit scénario !! :-) D'où ma note de 4 étoiles !! A regarder absolument !!  Pour ceux qui disent le contraire, je pense qu'ils auraient voulu être autant surpris par le 2 et le 3 qu'avec le 1.Mais une suite ne peut être qu'une suite... Le numéro 1 pose le décor, et le 2 et le 3 forge une histoire... Le bullet time ne fait plus son effet, le latex de Trinity non plus !! Mais l'esprit MATRIX reste le même !!!;;;; 5
V pour Vendetta est un film énorme. Malgré une réalisation très correcte mais pas transcendante, l'histoire transporte, virevolte et fait plaisir à regarder. Sentiment de révolte latent, envie de tout casser pour reconstruire ce film fait sa propre apologie de la démocratie par la voix d'un héros anti-héros, peu manichéen. A chacun de pencher du côté de la balance qui lui semblera justifié. Autant garder le secret sur ce film pour les fous qu'ils ne l'auraient pas encore vu. Car c'est la surprise, la découverte qui fait que ce film peut vous prendre aux tripes... émotionnellement parlant. Et Portman .. Woua;;;; 5
Très bon film sur l'histoire de l'Irlande. Souvent dur, il montre une facette de la guerre  que l'on n'évoque assez peu au cinéma : l'opposition entre membres d'une même famille lors d'un conflit. Remarquablement réalisé, peut-être un peu long pour certains, il reste un grand film. Du Ken Loach, quoi...;;;; 5
très bon film.effets spéciaux toujours là.histoire d'amour.combat.nouveaux personnages,mais aussi quelque ancien.mais dommage pas de scène vidéo de fin,après le générique.à voir et revoir!;;;; 5
Un défaut au niveau du scénario par rapport aux autres XMen, le professeur X n'est pas en fauteuil lors de XMen Wolverine origins or il l'est dans celui là!En revanche Wolverine a toujours le meilleur rôle et la meilleur réplique!;;;; 3
Je recommande ce film vivement, jeux d'acteurs excellents, histoire excellente, ambiance excellente... Bravo !;;;; 5
Un série de courts métrages très inégaux, certains très intéressants, d'autres me paraissant inutiles. Heureusement q'ils ont été tournés avec une flopée de célébrités!;;;; 2.5
Fim excellent, car original et particulièrement intense. De très bons acteurs, un scénario béton quoique quelque peu prévisible aux yeux de certains, une mise en scène très astucieuse et une qualité d'image de très haut niveau. Tous les ingrédients étaient donc réunis pour en faire un must ! Mon film preféré depuis la "25ème heure" de Spike Lee, cinéaste qui s'était pour l'occasion attacher les services de Rodrigo Prieto, également directeur de la photographie de 21 grammes (plus qu'une coïncidence...);;;; 5
Film qui a le mérite d'avoir un minimum d'originalité, même si d'autres films ont plus de mérite en le traitant avec plus d'originalité (on pensera à Elephant ou Bowling...).D'autre part, les acteurs sont bons et le scénario est pas mal ficelé ! A conseiller donc pour ceux qui n'attendent pas un chef d'oeuvre et qui veulent voir un bon divertissement.;;;; 4
Land of plenty est sans conteste un film inspiré, engagé; Wenders arrive tant bien que mal 0 accoucher cet obscurantisme et ce cynisme que dégage l'impression du film, cela n'en reste pas moins fait avec respect et humanité.;;;; 4
Quel plaisir que de partager ce film en famille, où chacun en retire son propre plaisir.Techniquement très au point excepté d'accord les paysages, une histoire simple et efficace.Une cascade de gags et de bons mots. J'ai aimé !;;;; 5
Jane Campion cherche ici à montrer la corrélation entre le désir sexuel et l'attirance pour le danger. C'est très bien filmé, Meg Ryan surprend et Jennifer Jason Leigh est à l'aise dans ce rôle d'entraîneuse. Pourtant, à force de slalomer entre le thriller et le psycho-drame, Campion se perd et du même coup nous égare avec quelques longueurs, et déçoit forcément. Cela reste un film honnête mais on attendait mieux de quelqu'un de la trempe de la cinéaste néo-zélandaise.;;;; 2.5
Vous vous êtes bien fait attendre votre Majesté ! Et avec raison ! Peter Jackson donne à sa trilogie une fin en apothéose. On nous promettait des émotions fortes eh bien, on n'a pas été déçus. Terrifié par les horribles Nazguls, Araignée Géante et toute autre créature faisant partie d'un bestiaire plus fantastique que jamais . Emu par la fougue d'Eowyn ( jamais vu une héroïne aussi bien manier l'épée depuis Jeanne d'Arc ) et le courage de Sam qui se battra jusqu'au bout pour protéger son maître de l'emprise de l'anneau. Il y a bien quelques toutes petites longueurs vers la fin mais on s'est tellement attaché aux personnages qu'on a bien du mal à les quitter. Je faisais partie des quelques personnes qui ont applaudi à la fin de la séance. C'est pas souvent que ça arrive !;;;; 5
On pouvait craindre le pire et on découvre le meilleur. Le pire parce qu'on présageait une sempiternelle comédie sur les états d'âme de jeunes adultes en proie aux affres du désenchantement, de l'amour, de la maladie et même de la mort avec sa panoplie nombriliste, parisienne et bobo. Alors, oui on peut dire qu'il y a tout cela dans ce film patchwork divisé en deux parties constituées de vignettes et de saynètes comme autant de chapitres, tantôt légers et cocasses, tantôt tragiques et tristes, qui jalonnent le récit d'une vie, de toutes les vies. On pouvait donc redouter la déception, sinon l'ennui, devant ces monologues face caméra, le numéro à présent bien rôdé de l'omniprésent Vincent Macaigne et on tombe rapidement sous le charme d'un film qui réussit à renouveler un genre pourtant éculé, truffé de trouvailles et de bifurcations, comme des appropriations personnelles et nullement exhibées des choses vues, lues ou entendues. En ce sens, le pyrénéen Sébastien Betbeder, qui écrit par ailleurs des fictions pour France Culture, montre aussi comment l'art sous toutes ses formes, en gros de Ian Curtis à Edvard Munch, embellit et nourrit l'existence. 2A3H est un film pudique et délicat, jamais empesé, toujours doux et lucide, qui satisfera dans un même élan les nostalgiques d'une Nouvelle vague française et les aficionados des comédies gentiment dépressives et transgressives de Judd Apatow, également cité dans le film à l'instar du chanteur Michel Delpech et du cinéaste Eugène Green, le tout dans un sens acéré du détail, notamment géographique et descriptif, qui évoque aussi l'univers si particulier et nostalgique d'un Georges Perec.;;;; 4
Très bon film,  jeux des acteurs vrais justes en adéquation complète avec la situation, il illustre pour moi "l'intelligence du mensonge" il est bien fait.  BRAVO et MERCI;;;; 4
Spacey comme on a l'habitude de le voir. Un film très intelligent, assez complexe. Il n'est pas si évident à comprendre d'un seul coup... A voir une seconde fois pour bien assimiler les subtilités du scénario.Superbe.;;;; 4
Qui a un jour rêvé de l’Amérique l’a rêvée pour deux sortes d’espaces : la ville, haute, tentaculaire, violente et remplie d’énergie, et la nature sauvage, du désert, du bayou,du marécage, « the wilderness » qui n’a aucun équivalent français. On rêve de l’Amérique parce qu’on rêve de ses images, ce sont elles qui l’ont créée. Il y a toujours des images, par dessus d’autres images, et ça continue de nous faire rêver. Les cinéastes le savent. Regarder Mulholland Drive, c’est regarder Gilda et Sunset Boulevard, etc. Regarder Mud, c’est regarder d’autres images du Sud, et depuis toujours, dans le Sud, il y a ces personnages d’enfants livrés à eux-mêmes et débrouillards, face à la violence des adultes, qui trouvent dans la nature une consolation et un échappatoire. Regarder Ellis (Tye Sheridan) et Neckbone (Jacob Lofland), c’est voir Tom Sawyer et Huckleberry Finn, Idgie dans Beignets de tomates vertes, Mick dans Le cœur est un chasseur solitaire… ”This thing I want I know not what”, dit Mick. Ellis observe les adultes, il voit ses parents s’engueuler, des femmes mentir aux hommes, des hommes mentir aux femmes. Il observe de loin ces adultes qui lui semblent perdus, il voudrait les aider, en faire partie, mais en même temps il est déçu par eux, il est en colère contre eux. Il veut et ne veut pas. Mud, c’est le Sud de l’apprentissage, du passage difficile entre la liberté de l’enfant et les responsabilités de l’âge adulte, c’est l’incompréhension du monde. Pour comprendre, il y a toujours un guide, ou du moins un modèle. Mais l’adulte lui-même est faible et a besoin d’aide. Dans Mud, comme dans deux autres films formidables, Winter’s Bone et Beasts of the Southern Wild (l’Arkansas se situant d’ailleurs au milieu, entre le Missouri et la Louisiane), les rôles sont inversés, c’est l’enfant qui s’occupe de l’adulte, et qui y perd un peu ou beaucoup de ses illusions. Et pourtant, malgré la violence, malgré la mort, il y a de l’amour, amour des hommes entre eux, amour des hommes pour la nature. Il y a la beauté qui continue, devant laquelle, malgré tout on continue de s’émerveiller. Le dernier plan de Mud est un plan de la rivière, personnage à part entière, à la fois dangereuse et protectrice. On aime l’Amérique pour toutes ces images, toutes ces histoires, tous ces plans, tous ces personnages. On aime les mythes que l’Amérique s’est créé. Mud fait désormais partie de cette mythologie.;;;; 4.5
Toujours un peu demago, très lent à demarrer, des incohérences mais film très noir et sauvé par Olivier Gourmet.;;;; 3
Je n'ai pas aimé la fin, seul bémol du film selon moi;;;; 4.5
Sans aucuns intérêts ! Nul nul nul !!!!;;;; 5
J'ai vu ce film au festival d'Annonay et j'ai été très touchée par sa sensibilité, sa fraîcheur et l'émotion qu'il dégage. C'est le genre de film qui fout la pêche sans pour autant tomber dans la niaiserie sentimentale. Je le recommande vivement!;;;; 4.5
Un très beau film sur l'adolescence, qui n'est pas sans rappeler le sublime Mud - Sur les rives du Mississipi. Mais alors que le second, sombre et plein de suspense, porte sur la découverte de l'amour, La Belle Vie interroge la transformation des liens avec les parents Spoiler: (le père que l'on quitte, la mère que l'on retrouve), du point de vue du jeune héros. On se laisse prendre par l'histoire, portée par de bons acteurs et des paysages magnifiques...Un petit film français comme je les aime!;;;; 4
Un excelent 1erfilm en tant que rèalisatrice pour Mèlanie Laurent. Le casting n 'est fait que d'acteurs talentueux qui dègagent une grande èmotion.Mèlange de rire et de larmes.un règal.;;;; 4.5
Très bon film, très touchant. Mélanie Laurent confirme son statut de "très bonne actrice" à mes yeux, et de réalisatrice du coup !;;;; 4
Par ce film, Mélanie nous confirme qu'elle est une artiste avant tout. Je suis ressortie complètement retournée par ce film. C'est un chef-d'oeuvre... Il est splendide dans tous les sens du terme : le scénario, le jeu des acteurs, les décors...et bien sur par cette leçon de vie qu'il nous enseigne. Car, oui, ce film est bouleversant, triste, c'est une vraie claque en pleine figure, mais c'est fait avec finesse, justesse et subtilité. Le tout est ponctué d'une bande originale magnifique, d'acteurs attachants, d'une mise en scène et d'un souci du détail magistraux.Ce film fait partie des rares qui m'auront marqué pour très longtemps, dont on ne ressort pas indemne et qu'il est difficile d'oublier. Merci de nous faire rêver. Le cinéma c'est magique!;;;; 5
Vraiment pas mal...il est différent des autres péplum C bcp plus de la tragédie et du drame que de guerre ou bravoure de héros... C un film à voir !;;;; 3
Pas de scénario. Pas de dialogue. Des pleurnicheries de bout en bout. Un budget kleenex qui explose les records. Un seul personnage à nous sortir par les yeux. Zéro subtilité. Zéro émotion. Le film de trop pour les frères Dardenne qui ont néanmoins très bien réussi la promotion. Les producteurs doivent être contents de leur coup...;;;; 1
Franchement un assez bon film dans l'ensemble porter par un duo Dubosc Lanvin etonnant!C'est une bonne comédie qui se regarde bien, si vous aimez l'humour de dusboc vous adorerez à coup sur!;;;; 3
Parlons cinéma...parlons de "A Serbian Film". Que dire, que dire ? Bon commençons par résumer en quelque mot ce film...un mélange d'ultra-violence illustrer par une abondance de gore, de porno, de nécrophilie, de pédophilie et j'en passe des meilleurs...Mais alors comment peut-on aimer un pareil film ? Je vous avouerai que moi-même, bien qu'en ayant réfléchie a ce sujet, je n'ai pas trouvé de réponse ou du moins pas complète...car outre son horrible scénario Spoiler: (un acteur porno a la retraire obligé de tourner dans des snuff-movies pour subvenir aux besoin de sa famille) et sa mise en scène dégueulasse Spoiler: (viol de nourrisson, viol et meurtre d'une femme a la hache, etc...), le film traite d'un sujet beaucoup plus sérieux: la situation précaire et la pauvreté d'un peuple, ici les serbes et leur vulnérabilité a être exploité par tous genre de réseaux mafieux profitant de cette misère sociale. Mais était-il nécessaire de représenter une telle profusion de violence tout au long du film pour démontrer les conséquences d'une difficile réalité économique ?;;;; 1.5
On s'ennuie vraiment...Certes Marion Cotillard pleureniche bien, mais qu'est ce qu'elle pleureniche !Qu'ont donc tous ces critiques à encenser ce film ?;;;; 1.5
Bon bah on peut pas mettre 0 ... Je ne comprends toujours pas comment les critiques peuvent mettre 5 etoiles ...Ont ils vu le film on se demande ... Cottillard au meme niveau que dans Batman. Tout est faux. Rien pour rattrapper le scenario et les textes. Economisez votre argent;;;; 5
Alors là je ne sais pas. Je ne sais pas où ce film est censé nous amener mais il nous y amène tout droit. En fait, je crois que le réalisateur à voulu nous émouvoir en nous montrant comment des gens peuvent s'entraider en temps de crise majeure (ici une invasion de zombies, d'ailleurs où sont-ils? on ne les vois quasiment pas) et comment ces crises peuvent engendrer des situations tragiques et douloureuses à vivre pour chaque personne, mais ce que je retiens avant tout, c'est que je me suis fait chier plus qu'autre chose et que cinq minutes après la fin j'avais déjà oublié les 3/4 du film (ce qui prouve à quel point il a été efficace sur moi). Un réalisateur qui voulait sans doute faire un film de la même trempe que ceux de l'énormissime George A. Romero (grand maître incontesté du film de zombie visant à critiquer la société) mais qui parvient surtout à nous ennuyer et à insulter l'un des plus grand réalisateur du film de genre. A ne surtout pas voir pour les fans de film du genre sauf si vous cherchez l'équivalent d'un somnifère.;;;; 1
Si ce n'est peut-être pas un véritable chef-d'oeuvre au sens classique, je donne à ce film les cinq étoiles qu'il mérite pour la claque qu'il m'a donnée, le dégoût profond qu'il m'a inspiré et l'idée géniale du réalisateur qui, seul et face contre (presque) tous, a eu l'excellente idée de mettre le doigt (et la bouche) sur un "tabou" du cinéma d'horreur. Pourtant - et c'est tant mieux -, le gore n'est pas filmé, seulement suggéré. Mais la charge psychologique est telle qu'il est possible que le spectateur n'en ressorte pas indemne. Il est aussi possible que celui-ci n'en finisse pas de rire : à chacun sa sensibilité. Personnelement, j'écris la critique de ce film plusieurs mois après sa vision, tant celle-ci m'a perturbé...! Au final, chapeau bas à Tom Six qui, selon moi, pointe avec son Human Centipede l'hyocrisie de certains réalisateurs de cinéma d'horreur et de leurs amateurs, en ramènant sur la table, avec trois bouts de fil chirurgical, la question de la raison d'être de ce genre extrême.;;;; 5
Super film, des images fortes, et belles. Une histoire prenante, de bons acteurs, des ambiances bien sentie, à voir !!;;;; 4.5
Ah ne pas aller voir à 22:15😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴😴 vous allez payer votre place pour rien!!!;;;; 5
Ennuyeux,décevant,politiquement correct,sans emotion du tout !quelle mouche a piqué les critiques  louangeuses des professionnels?il ne tiendra pas l'affiche!;;;; 1.5
Dingue histoire très prenante, très bon film, performance de James Mcavoy époustouflante !! A voir !!;;;; 5
Un super film qui est surtout méritant pour l'interprétation magnifique de l'acteur James MacAvoy ! Quel talent ! un bon film psychologique mais pas horreur.Un peu déçue par le final, cette histoire de "bête" étant un peu tirée par les cheveux à mon goût.;;;; 4
Dans la catégorie dessin animé : parfait. Beau, poétique, très positif.;;;; 5
Film super poétique, très bien interprété et avec une photographie de toute beauté. Très bonne surprise :);;;; 4.5
L'histoire ne démarre pas, le début est ennuyeux cependant il faut s'accrocher car la fin est très intéressante, et très émouvante.L'équipe de Disney sont des génies, même quand ils font mal leur boulot (dans ce cas), leurs compétences les rattrapent et l'animation en question reste toujours pas mauvaise.Cependant, j'attends beaucoup mieux pour un prochain Disney, le début laisse vraiment beaucoup à désirer, vous avez frôler la catastrophe, à mon avis.;;;; 2.5
Ce qu' il y a de plus beau avec les duos de réalisateurs fraternels c'est cette complicité qui se ressent à l' écran. Or, avec ce film c'est principalement le sujet traité: Deux frères siamois bien complices et très différents. Si les Frères Farrelly ont laissé de côté leur humour "trash", le film n'en est pas moins hilarant notamment grâce à la mise en scène qui se moque agréablement du handicap des deux frères. Les réalisateurs réussissent à glisser une onde positive (les 2 frères se servent de leur pathologie-&gt; meilleurs gags du films). L' handicap apparaît plutôt comme le lien matérialisé très fort entre ces deux frères. Une comédie géniale notamment grâce au tandem des deux acteurs principaux. Mention spéciale à Matt Damon qui brille dans son interprétation de jeune pas très sûr de lui et gaffeur. L' un des meilleurs films de Peter et Bobby.;;;; 4
Les acteurs ont bon être bon, l'histoire du film n'a aucun intérêt. Le film est mou et frôle la caricature avec ce médecin qui ne travaille pas de manière conventionnelle et qui, o miracle réussi mieux que ceux qui appliquent tout à la lettre...Je mets néanmoins deux étoiles pour la qualité des acteurs.;;;; 2
Ce est pas très comique il est très nul , très lent et ennuyeux, mon frère et moi était les seul en dessous de 50ans, cela vous donne l idée du film que nous avons vu. Même mon oncle Daniel était d'accord avec nous alors qu'il a 50ans donc la moyenne d âge;;;; 5
Parti avant la fin tellement ce film est lent, mal joué et traîne en longueur sur des plans sans intérêt. Que sont venus faire Arditti et Lemercier dans cette galère ? Vraiment, la bande annonce ment sur la marchandise. Si qqun veut bien me raconter la fin .....;;;; 5
Un super film, avec un humour très  décalé. Qui fait tout le charme de ce film ! :);;;; 4.5
Un film décevant, empli de longueurs qui entoure une ou deux bonnes répliques. Cependant, le casting est réussi.M'attendant à rire à gorges déployées, à passer un agréable moment comme le sous entendais la plupart des critiques, j'ai été très déçue. D'une part, le scénario est bourré de clichés mal tournés et d'un côté qui se veut psychologique. D'une autre part, les scènes sont hachées, comme pas fini et certaines n'ont aucun rapport avec la précédente. Heureusement que les passages des textos reviennent régulièrement ...;;;; 1.5
je me faisais une joie de revoir Val�rie Lemercier...je suis tomb� de haut! nous �tions 5 dans la salle et j'ai compris pourquoi apr�s les 10 premi�res minutes: j'ai d�ja vu des navets mais celui-ci est class� dans le Top 5...j'ai d�pens� 8 ? et ai l'impression de m'�tre fait blouser! A �viter absolument.;;;; 5
documentaire riche et foisonnant. Sa forme est particulière , il est subjectif et l'affirme .  Le spectateur peut voir les choix et les outils qui servent à sa fabrique. Belle réflexion sur l'identité , le passé colonial de la grande Syrie, les langues et les discriminations. Les interventions de la jeune Yasmine éclaire aussi différemment le conflit.;;;; 4
On aime ou on n'aime pas... Rien de sensas, je me suis ennuyé pour ne pas dire plus.. Je ne le conseillerai pas;;;; 1.5
si j'ai parfois ri de bon cœur, j'ai surtout trouvé le film très poétique, avec de jolies trouvailles; les acteurs sont tous excellents, bien dans la note, et les thèmes abordés sans lourdeur, avec quand même du burlesque pour la partie"pompes funèbres"du film, et une satire peut-être un peu facile à ce moment-là; ce jour-là en tout cas, personne n'a quitté la salle, beaucoup riaient très fort et je suis sortie de très bonne humeur, un peu nostalgique, comme les personnages du film;;;;; 4.5
