Comment;;;; Note 
ce film est génial ! tous les acteurs sont incroyables !!! audrey tautou y est magnifique !!! c'est vraiment un film à savourer !!!;;;; 5
Très joli film émouvant et plein d'humanité. Les comédiens sont formidables et Chatiliez filme ses personnages avec plein de tendresse et une très grande acuité. Je trouve les critiques absolument injustes, à côté de la plaque et d'un snobisme intellectuel qui détonne avec un film qui en est à l'opposé. Chatiliez est moins acerbe et pousse moins dans la caricature que dans ses autres films, ce qui rend son film d'autant plus touchant.Merci, Monsieur Chatiliez, pour tous les Christophe et Chrystèle.;;;; 5
Pas terrible malgré un casting superbe. Gad et Joey et offrent les prestations les plus crédibles mais pour les autres on est à la limite du sketch.;;;; 2.5
Ayant en mémoire des films comme "Django unchained" ou Inglorious bastards", je m'attendais à mieux de la part de Tarantino. Avec pareil casting, et un pitch qui fait rêver, la déception a été grande. C'est très lent, souvent inutilement bavard. Le film aurait mérité d'être plus court d'une vingtaine de minutes. La seconde partie du film m'a réveillé, ouf !;;;; 2.5
Ce film est excelent,  rien à dire les image sont grandiose.  Je le juge pas le scénario par rapport à la vraie histoire,  ce n'est qu'un film pas un documentaire..;;;; 5
affligeant de nullité, un scénario invraisemblable, on s'ennuie du début a la fin;;;; 5
mais où est batman?je ne comprend pas l'interet d'un tel film! il se veut réaliste et il est remplit d'incohérences! et pourquoi choisir un héro de comics qui se déguise en chauve-souris si le propos du film est de dénoncer les dérives du capitalisme!putain mais où est batman,vous savez,le super héros!!!?? ben il est pas là,parcequ'il n'est tout simplement pas le sujet du film!!!sinon c'est bien fim(sauf les scènes de combat à main nue,nulle!aucune tension,rien!) j'avais bien aimé le premier,le second donnait envie de voir le troisième ..... et rien non rien toujours pas de batman!;;;; 5
Toujours ce petit ton ironique à la Clint...du caviar dans les répliques.pour le reste la montagne on s'en fout;;;; 3.5
Film exellent,rien d'autre à dire car il n'y a pas assez de mots pour decrire se chef d'oeuvre.;;;; 5
Etant animateur 3D, je me dois de me documenter sur les films a grand spectacles sortant sur nos écrans.Et lorsque mes collègues et moi même avons vu la bande annonce de WATCHMEN : ça à été le coups de foudre.Même si le début du film prends son temps pour installer les personnages c'est surtout pour leur donner une profondeur que n'auront jamais les autres super-héros. La mise en scène passe du dynamique/ nerveux au stylisé a souhait en quelques secondes avec quelques "slow motion" bien intégré contrairement a d'autres films du genre.Il faut surtout savoir qu'il ne s'agit pas d'un film pour tous les ages (certaines scènes sont assez osé et d'autres deviennent choquantes). Mais l'intérêt en revient au scénario écrit par notre "SOLID SNAKE" national : David Hayter, qui a encore une fois prouvé son talent.Pour nous Zack Snyder représente vraiment le renouveaux du cinéma de genre. En totale symbiose avec le COMICS et truffé de clins d'oeil (1984, APOCALYPSE NOW, BD des années 80 et même Andy Warrol y fait une apparition ^^).Pour moi, un des plus beau moment du cinéma, mais a réservé a un public averti et un peu GEEK sur les bords ;) .Les autres : vous risquez de ne pas comprendre l'intérêt du film et de vous plaindre (comme ce fut le cas pour les spectateurs n'ayant pas compris MATRIX).;;;; 5
J'ai vraiment adoré, l'histoire est prenante et on ne ne voit pas le temps passer. Mention spéciale à Andy Serkis ! Vite, une suite... !;;;; 4.5
Je suis allé le voir hier soir et je n'ai pas été déçu !!! Certes il est différent du premier au niveau actions, ambiances; musiques, ... mais le film est très fidèle au livre contrairement au premier volet, et les effets spéciaux sont très réussi !!! vivement le 3e volet au mois de juin !!!;;;; 5
il est trop bien cooooooooooooool;;;; 5
L'appréciation de ce film est mitigé. Le sujet de départ était pas mal et aurait pu donner naissance à un meilleur film. Il permet de s'interroger sur la psychologie humaine, sur ce qu'on aurait fait à leur place. Malheureusement ici l'histoire est difficile à suivre, il ne faut surtout pas décrocher sinon on est perdu. D'ailleurs toutes les scènes ne sont pas compréhensibles et on ressort du film avec l'impression d'être passé à côté du sens de l'histoire. Je pense qu'il faut le voir deux fois pour tout saisir. Mais j'ai bien aimé la prestation de Cameron Diaz plutôt connue pour ses comédies, elle a vraiment bien interprété son rôle et a prouvé qu'elle était douée dans plusieurs registres. C'est un film intéressant à voir mais plutôt en DVD qu'au cinéma.;;;; 2.5
J'ai été énormément déçue par le film de ce 2e chapitre de la saga, et je pense que Stephanie Meyer (l'auteur) n'a rien à se reprocher au contraire, c'est une auteur hors du commun mais malheureusement son oeuvre a mal été interprétée au cinéma. C'est vraiment dommage pour un si grand best-seller qui vaut beaucoup mieux. J'espère que les prochains volets de la saga rattraperont ces erreurs.;;;; 5
Si vous trouvez que la vie passe trop vite, allez voir Twilight 2!!;;;; 5
film sympas a voir, nous avons passer un bon moment;;;; 3
Film franchement pourrie .... Casting attrayant pourtant film triste pas drôle aucune logique bout à bout !! Film à oublier;;;; 5
Tarantino est un maitre...Kill Bill est l'aboutissement du génial réalisateur.C'est un savoureux déchainement de scènes ultras travaillés et de combats aussi dingues les que les autres.Certains diront que c'est violent, sadique, gratuit et inutile mais ce film est à prendre au 1000ème degrés sinon, c'est sur qu'on passe un mauvais moment.L'originalité est payante pour un véritable chef-d'oevre cinématographique, puisant ses ressources dans le manga, le vieux western et le film gore.A ne pas louper!;;;; 5
the dark knight rises est un film vraiment excellent... il est juste épique quoi, un vrai chef d’œuvre ! jeu d'acteur génial, coup de cœur pour tom hardi dans le rôle de bane et pour michael caine dans le rôle de alfred ! Une super mise en scène, Nolan nous présente une très bonne histoire avec beaucoup de rebondissement ! un film très sombre, avec pas mal d'action et émouvant par moment. A voir absolument, meilleur film de l'année, par contre il est vivement recommandé de voir les deux premier volet de la trilogie avant ! bref en gros ce film est ( désoler pour mon vocabulaire) putain de génial. un claque !!enjoy !;;;; 5
PAS BON DU TOUT, PAS DROLE, CLICHES, LONG, PROFONDEUR DES DIALOGUES 0, SCENES SUPPPOSEES DROLES VISIBLES A 20 KM. NUL NUL NULFILM LABELLISE FABIEN ONTENIENTE AGAIN, CE MEC N A AUCUN SCRUPULE A ENCHAINER DES BOUZINS;;;; 5
Vraiment un chef d'oeuvre ! Malgré quelques éléments calqués sur Alien (normal quand même) on retrouve un film à couper le souffle. Attention cependant au débriefing de fin de séance. Les 2h ce vivent pleinement et la compréhension de pas mal de questions résides dans la réflexion 'au calme' d'après film !;;;; 5
j'y suis allée pour voir de belles images et pour ça je n'ai absolument pas été déçue, c'est vraiment magnifique! par contre il manque vraiment quelques infos: une petite note en haut à droite de l'écran, de temps en temps, indiquant lieu et espèce aurait été bienvenu;;;; 4.5
Film simplement génial!Emouvant, drôle... passionnant!Ce long métrage raconte un drame avec une touche d'humour c'est super! C'est pour dire: j'ai même pleuré à la fin!"Emouvant"!! Regardez le!!!;;;; 5
En un mot : nul. Mais ces quelques mots ne suffisent pour une critique allociné alors je vous dis ceci pour que ma critique soit assez longue. Merci, au revoir :P;;;; 5
Euh... C'est vraiment Ridley Scott qui a fait... Ça?? On est à des lieux d'Alien, sans classe, sans travail de dialogues, sans recherche d'explications.. Sans scénario! Si comme moi, vous êtes fan de la saga Alien et autres films du genre, un conseil: Rien a voir... Passez votre chemin. Déçue par la prestation de l'(ex?) maître...;;;; 1.5
"Les Filles Du Botaniste" est un petit bijou.L'émotion que le film et le jeu -ou devrais-je dire l'"alchimie"- des actrices dégagent est incomparable.Je le recommande chaudement, de préférence en VO.De mon point de vue, c'est le meilleur film que j'ai vu depuis le début de cette année 2006.;;;; 5
Pas terrible franchement je le trouve très long pas beaucoup d'action spectaculaire ! En plus la 3D n'apporte rien de vraiment génial !;;;; 1.5
Film à la hauteur de mes esperence. Casting poid lourd où chacun à trouver sa place et reflette à la perfection les divers personnages que l'on peut voir dans le monde du Football.Joe Star nous joue les "Joye Barton", Dubosc les Ginola et Omar un Thuram sous la maitrise d'une femme tyrannique.Mention spécial à Gad que nous sort un grand numéro digne de "Chouchou".A voir pour passer un bon moment.;;;; 4
Une grosse arnaque !!!!! On s'ennuie durant le film... il n'est pas à la hauteur de la promesse qu'on nous fait. Nul nul nul !!!!;;;; 5
"Le meilleur Thriller depuis le 6ème sens" c'est ce que promettais les réalisateurs, franchement, l'idée est bonne, une histoire qui aurait pu faire un super film ! Mais au final, film ennuyant, passif, on s'y perd, au milieu du film, on ne sait plus qui est quoi. Bref, je déconseille.;;;; 2
Excellent ! La bonne surprise après les remakes, prequels et autre sequels auxquels nous étions habitués ces dernières années.;;;; 5
Un ciné "coup de tête" à la dernière minute, envie de se détencre après la journée de taf : SUPER MOMENT DE RIGOLADE !!! Bien sûr, je partais avec un apriori positif puisque j'aime bcp Lemercier, Darmon et Dubosc. Sans rattrapper une histoire comique profonde comme les "Ch'tis", le scenario coule bien et on rit beaucoup   un peu de tendresse Même si pour vous "messieurs/dames les CRITIQUES DE PRESSE", c'est de l'humour 1er degré : eh bien cela prouve une fois de plus votre enfermement et votre chauvisnisme PSEUDO-INTELLO-PARISANISTE !! Vos critique ne nous renseignent en rien et sont subjectives et j'espère et ne priveront pas les gens d'un si joli moment de détente !!;;;; 5
Que dire de plus, sujet difficile a traiter et toujours avec la touche d'humour particulière à Dupontel.A voir absolument, aussi bien pour la qualité des images et scènes que les thèmes que soulèvent le scénario.;;;; 5
Excellent film !!! Je ne suis pas fan de foot mais je suis fan des Seigneurs !!! Je kiffe José GARCIA;;;; 5
Décevant. Le scénario oscille entre la comédie américaine classique bas de gamme a la américain pie (clichés de la vie au lycée et popularité) avec des passages creux sans intérêt , et le cinéma américain indépendant a la juno avec des passages beaucoup plus tristes et réfléchis ou cyniques mais avec du relief. Dommage, il aurait fallu faire un choix entre ces 2 types de cinéma et s y tenir, au lieu de tenter les 2 styles pour espérer toucher un public plus large, j ai eu l impression de voir un patchwork mal fait de 2 films.  un acteur principal arrogant et tête a claquesHeureusement ça ne dure qu 1h20 et c est suffisant;;;; 2.5
Évêché héhé. Hé héhé. Hé eh. Âge c hé gratbtv recevez chercher ce ex s ce ce c ex ex ex ex ex ex eh Jéhovah dc dc s qcqcscev d ce v évêché c. Évêché dc d;;;; 3.5
Un très bon film à voir mais un peu violant dommage que c'était sous-titrer en français pour les fans de film d'action ce film est à voir dommage que Billy sois mort.;;;; 4.5
Drôle, émouvant, intelligent, inventif... les adjectifs me manquent pour parler de ce film superbe qui parle à tout le monde. Encore une réussite de Pixar!;;;; 5
Comédie divertissante... Bien que convenue et où chacun joue sa partition habituelle, film sans mise en scène mais pétillant, bien souvent drôle.;;;; 2.5
Tout simplement un super , j'ai passé un excellent moment !;;;; 4
Super ! Les enfants ont adoré et sympa également pour les parents...;;;; 4
En poussant le Trip un peu plus loin, Terrence Malick exprime parfaitement les idées qu'un Athée comme moi peut apprécier dansla  Bible, notamment  au moment de la perte d'un être cher : ce film est un médicament contre la fatalité.;;;; 5
Certes nous n'allons pas voir ce film pour réfléchir, mais sincèrement, c'est une partie de plaisir ! De petites références qui parsèment le film et toujours cet humour à tomber. Vraiment un film à aller voir !;;;; 4.5
Quelle honte, mais comment Dahan à t'il pu faire une merde pareille ??? seul josé garcia sort du lot, et encore ........ Pauvre de nous, et après on ce demande pourquoi le public français va voir des films Américain, y'a qu'a regarder cette grosse bouse intergalactique pour le comprendre ...;;;; 5
A voir absolument !!! Pour l'histoire (vraie), le scénario, le jeu des acteurs ainsi que la bande son, le tout pour beaucoup d'émotions !;;;; 5
Pour son 3em long métrage, PEF nous offre ici la pire comédie depuis bien des années. Une suite de scenettes plus affligeantes les une que les autres qui entrainent quelques comédiens en manque de cachets dans un tourbillon de gags a la limite du bon gout. Résultat,nous en sommes presque a regretter un bon vieux Max Pecas.;;;; 5
Très bons acteurs, magnifique torse de Gosling,  rire facile, bref un très bon moment !un humour plus fin parfois et un dénouement plus travaillé et on aurait pu parler d'un excellent film ....Très bonne performance de Steve Carell et Jonah Bobo (le fils, Robbie) (mais un Gosling moins convaincant vers la fin...)Allez le voir, vous ne le regretterez pas !;;;; 3.5
Très bon film, j'ai beaucoup aimé le jeu des acteurs et l'histoire remplie d'humour et d'émotion. Certains passages sont assez durs, mais cela ressemble juste à la vie finalement.;;;; 4
Très beau duo des actrices, ce film est plein de poésie et de fraicheur. Ludivine Sagnier interprète particulièrement bien son rôle ce qui donne un résultat extrêmement attachant. Ce film est a voir dans la mesure où on se laisse bercer par son coté conte.;;;; 4.5
Un film plein d'émotion. Un Daniel Auteuil excellent. Un décor superbe. Un opéra divin en fond. A voir absolument;;;; 3
Un OVNI . Un joyeux bordel pour une joyeuse famille ! Tout est super bien ficelé , les acteurs sont géniaux , l'ambiance est hyper réaliste et tous les thèmes de l'époque sont évoqués . Et la petite Albertine est drôle et impertinente , un vrai régal !;;;; 5
Oui, pas mal du tout même. J'ai bien ri pour un dimanche après midi maussade et froid. Je suis ressortie du cinéma toute guillerette. Florence, vas-y persévère, tous mes encouragements pour un prochain film. Ça clak's bien.;;;; 3
La claque de la rentrée, on n'y va pas pour les dialogues ni pour les poursuites en voiture, il n'y en a quasiment pas. Mais on y va pour cette leçon de cinéma, cette leçon de mise en scène, de cette parfaite maîtrise des silences, de la musique, des choix des plans, de l'énigmatique Ryan Gosling, de cette histoire parfaitement orchestrée de bout en bout et qui nous laisse scotchés sur notre siège.;;;; 5
Il ne suffit pas de mettre deux têtes d'affiche pour faire un film (et pourtant ce sont deux personnes que j'affectionne), même si le sujet du surendettement est abordé de manière juste, la fin de la galère n'est pas du tout réaliste ! la fin d'un surendettement n'est pas aussi simple et rempli d'amour.. extrêmement déçue ... un vrai film sur le surendettement ? "Toutes nos envies" !!!;;;; 2
Raté ! Avec un beau sujet et de bons sentiments on ne fait pas forcémment un bon film. Celui-ci est racolleur et rempli de tous les clichés et poncifs. Les 20 premières minutes évitent le naufrage et ensuite c'est l'enlisement pur et simple. Le thème principal (seulement)de la musique du film sauve ce film historique bien -pensant... bel et bien raté.INCROYABLE! beaucoup de gens semblent avoir aimé ce film...Je suis un peu surpris du sens critique de mes congénaires...Allez le voir et relisez on point devue.Un film Raté !;;;; 1
Un film dès plus beau qu'il soit. Poétique, magique, fantastique, merveilleux. Un film magnifique et fascinant.A voir absolument !;;;; 5
Un film poignant, qui vous renverse d'émotion .. Un film qui parle; on pleure, on rit,... Un film vrai, sensible... Un chef d'oeuvre !;;;; 5
Aucun intérêt ! Cette version frise le ridicule ! Chloé machin chose est à vomir dans ce rôle qui ressemble plus à celui d'une ado. attardée qui a envie de batifoler. Ne parlons pas des seconds rôles, ils sont tous à baffer ! La fin est du grand guignol et je me suis bien fendu la poire ! Préférer le téléfilm ou même Carrie 2, la haine à cette version, c'est pour vous dire à quel point je considère ce Carrie la Vengeance comme un le plus grand navet des adaptations cinématographiques de King !;;;; 5
Excellent film horrificocomique!!! On enchaîne fou-rire sur fou-rire!!!;;;; 5
Une intrigue et une bande annonce alléchantes... pour un résultat très décevant !!!Aucune continuité ni cohérence dans le scénario, de nombreuses incohérences, une fin standard mais... de bons effets spéciaux (je le concède) mais qui ne font pas tout !!Les scénaristes ont certainement dû faire grève durant le tournage.Dommage car l'idée directrice et le concept auraient pu être bien mieux exploités moyennant un minimum d'application à la tâche.Une place de cinéma que j'aurais préféré économiser...Je déconseille fortement !!NB : Aucune similitude avec un bon vieux "Alien";;;; 1.5
Un film à pleurer, on ne sait plus vraiment pourquoi au final.Des images, des sons et des acteurs magnifiques, qui retracent sans prétention la réalité des falashas dans leur terre promise, ou ils ont long temps vécu dans des caravanes. Un film qui fait part d'un tabou qui pèse sur la conscience israelienne, et qui, avec beaucoup d'humour et de tendresse, touche tout le monde, même ceux qui ne connaissaient pas l'historique. Un devoir de mémoire qui est désormais accompli! enfin!;;;; 5
IMPRESSIONNANT! Juno est époustouflante, par son langage très spéciale et sa façon d'agir, elle se démarque des autres filles, et s'en porte beaucoup mieux ainsi, le film est rempli d'humour et de rebondissement, à la "Little miss Sunchine";;;; 5
J'ai vraiment été impressionné par la magie de ce film !Je doute que l'on puisse revenir sur la qualité des effets spéciaux qui est grandiose ! De plus on voit bien le jeu d'acteur de Noomi Rapace ainsi que Michael Fassbender qui tirent leurs épingles du jeu ! Ce film nous surprend chaque minute et nous entraîne dans cet univers à la fois dangereux et excitant ! L'un approche de la perfection donc je le note 4,5 !;;;; 4.5
Un nouveau Film du trio Depp/Verbinski/Bruckeimer. Un très bon film d'été, avec ce coté blockbuster pour plaire au plus grand nombre.Pas mal de clin d'oeil humoristique à la saga Pirates des Caraibes.The Lone Ranger est peut être un poil long, mais toujours porté par le charisme de Johnny Depp. Un film de cow boy nouvelle génération avec beaucoup d'effets spéciaux très efficaces et des musiques très rythmées qui aident à être complètement dans le rythme de certaines scènes (la scène finale du train fou).Johnny Depp a voulu rendre hommage dans les scènes ou ils jouent l'indien plus vieux avec ce zeste de tristesse et de mélancolie à ses origines indiennes.Des seconds rôles plus ou moins réussis.;;;; 3.5
J'ai vu ce film hier et j'en suis ma foi bien déroutée ! Le scénario est très prometteur, le casting bon, et pourtant... C'est long, on ne comprend pas toujours tout, et la chute est vraiment décevante ! Je m'attendais à quelque chose d'impressionnant et choquant, et en fait, ce n'est vraiment pas extraordinaire. Mais, je n'ai pas détesté ce film, il est à voir, l'interprétation de Robert Duvall est incroyable dans ce rôle de vieil ermite, mais on a connu un Bill Murray plus inspiré. C'est dommage ! Mais c'est un film à voir, très poétique aussi. Une surprise qui en laissera plus d'un "le cul entre deux chaises".;;;; 2.5
Un film policier remit au goût de la jeunesse par Phil Lord. Un Chaning Tatum toujours aussi physique et Jonah Hill plus comique que jamais. Nommé comme meilleur duo au National Film Society Awards, ces deux-là vont d'abord se détester pour ensuite devenir meilleurs amis. Ils vont, par la suite, s'infiltrer dans un lycée et stopper un trafic de drogue. Ils vont faire les 400 coups avec un humour bien américain. Des scènes d'actions palpitantes, des courses poursuites et des explosions tournées en comédie pour rendre le tout plus convivial. Malgré ces scènes pour le peu farfelu, le récit suit son cours sans tomber dans le piège de l'enfantillage. Le jeu d'acteur est excellent, ils s'inspirent des différents films de leur enfance et revoir le style policier. Que dire de la bande-son du film concoctée par Mark Mothersbaugh toujours en accord avec la scène et la musique qui nous entraine lors des exploits de Schmidt.En bref, ce film est tout simplement hilarant. Si vous voulez découvrir un film plein d'humour, c'est ce qu'il vous faut.;;;; 3
J'ai adoré !!!! super film super moment je me suis pas ennuyée un seul instant ! Les acteurs sont juste incroyables. Bref absolument rien a redire!! je le conseille à tous et à toutes :);;;; 5
Vulgaire, ce film est à classer dans un registre gras et pathétique.J'ai eu envie de partir avant la fin.;;;; 5
Je me suis fié à la critique de mon Télérama préféré pour aller voir " Mariage à l'anglaise ". De plus la bande-annonce laissait présager une bonne ambiance et une soirée familiale agréable.La soirée familiale s'est transformée en soirée navrante.Je sais qu'à une époque où nous devons parler de tout ( ou presque ) , où nous devons aborder tous les sujets avec nos enfants,où  nous devons accepter de voir les réalités en face , il n'est pas de bon ton de faire les offusqués mais là …Le film était indiqué " Tous publics ". Nos enfants de 12, 11 et 10 ans ont eu droit une leçon accélérée de vocabulaire grossier , de sexualité pratique sans aucune délicatesse et où les sentiments étaient exclus.Ce film était d'une telle lourdeur qu'en tant qu'adulte nous en étions gênés et navrés.;;;; 5
Ce film est parfois drôle. Mais les quelques moments de drôlerie ne permettent pas d'oublier l'indigence du scénario, les lieux communs et les niaiseries proférées par des acteurs, plutôt bons par ailleurs. Son problème, c'est que les personnages lourds le sont vraiment (on a du mal à y déceler le second degré) et que les autres sont au mieux caricaturaux, au pire irréalistes. Ce sous-produit de l'humour british-beauf ne justifie certainement pas l'emballement des critiques de presse dont le moral doit être tombé bien bas pour encenser ce mariage à la rien du tout. Evitez de perdre votre temps : allez boire un verre avec des amis !;;;; 5
douceur aigre! Attendre 2008 pour voir sur l'écran un plaidoyer contre l'IVG sans aucune critique. La maternité resterait toujours et encore une histoire de femme!!!! Ecoeurée!;;;; 5
Bizarre sensation que ce film laisse en sortie de salle. Je n'ai quasiment rien ressenti tout au long de ces deux heures.C'est loin d'être un mauvais film, mais quand même :C'est l'univers d'Alien.C'est Ridley Scott.C'est Noomi Rapace, Michael Fassbender, Charlize Theron, Idris Elba.C'est 150 M€ de budget !On était quand même en droit de s'attendre à bien mieux. L'ambiance (où sont les frissons ?), l'histoire générale, les intrigues ponctuelles et les dénouements (paie tes multiples incohérences utilisées pour avancer), les motivations des personnages (épais comme un papier à cigarette)... toutes ces petites choses manquent d'un supplément, d'une âme.Si on connait l'univers, si on connait le réalisateur ou le casting, on pourra en sortir relativement déçu. Si on ne s'attend à rien, on pourra apprécier ce blockbuster comme n'importe quel blockbuster lambda.Mais Alien, ce n'était pas un univers de science-fiction lambda.;;;; 2
Film exceptionnel je ne réécrirai pas les même choses que tout le monde car tout a été dit juste insister sur le fait que c'est un premier prequel fabuleux en espérant qu'il aura bien une suite, une ambiance glauque et mystérieuse qui colle parfaitement au sujet du film (l'origine des aliens). Je voulais juste dire à ceux qui n'aiment pas Prometheus car rien n'est approfondi ni vraiment expliqué attendez le DVD et les scènes coupées je suis sur que la version cinéma n'est qu'un aperçu du "director's cut" que nous sortira Ridley Scott d'ici peu 1h50 c'est trop court pour lui ca ne lui ressemble pas surtout pas sur un projet qui devrait etre un des défis les plus grands de sa carrière je suis certain qu'il met l'eau à la bouche jusqu'au dernier moment et ca me plait.;;;; 5
pas du tout aimé: le personnage de Daniel est franchement enervant, bien joué certes, mais insupportable. Un couple qui se veut torturé, des dialogues qui 'ont ni queue ni tête...vraiment lourd ennuyant comme film;;;; 1
Le meilleur film de Stallone ! Un véritable hommage au cinéma d'action des années 90. L'humour et la testostérone sont omniprésents !;;;; 5
Je ne vous conseille pas ce film, totalement surjoué, un film sans fondement, sans moral, Johnny depp n'est plus, il ne surprend plus, prend les cachets, puis s'en va, le film, malgré quelque tentative de sarcasme n'est jamais drôle, L'empire Disney qui fait de la morale à la corruption, c'est assez nauséabond au final. Un train fou, n est étrangement dans l'actualité d'ailleurs. Le train une scène d'action à dormir debout, le film est mal ficelé, on ne comprend pas le but réel, bref n'allez surtout pas voir cette merde indigeste.;;;; 5
Je m’attendais à voir un film de Disney du même genre que Pirates des Caraïbes, un film avec de l’aventure et de l’humour. Une chose est sûre, je ne m’attendais pas à tomber sur un film rempli de scènes d’horreur et de massacres. Je n’arrive pas à croire qu’il n’y ait pas d’avertissement car de nombreuses scènes sont particulièrement choquantes et des actes de barbarie sont commis : le héros voit le méchant du film, un tueur psychopathe, Spoiler: arracher et manger le cœur de son frère. Et, au cas où on n’aurait pas compris la première fois, les personnages nous expliquent ce qui s’est passé à plusieurs reprises dans le film. Il n’y a pas moyen de se tromper et d’oublier.Le tout est entrecoupé de scènes drôles qui perturbent complètement : comment et pourquoi est-on censé rire après avoir vu des choses aussi horribles ?Cela m’attriste beaucoup de mettre un commentaire aussi négatif : les acteurs sont bons, le décor est beau, il y a quelques scènes très réussies mais il est impossible de ne pas souffrir en voyant des scènes d’horreur et de cruauté gratuites, qui n’étaient pas nécessaires pour le scénario.Je recommande de ne SURTOUT PAS emmener des enfants voir ce film, ils risqueraient d’être choqués. En réalité, je ne suis plus un enfant et je pense que je vais avoir du mal à m’en remettre moi-même.;;;; 5
Déception monumentale.Ce film regorge de clichés, de la basse SF dans laquelle on s'ennuie ferme. Penser que le même réalisateur a pu faire Alien, et surtout Blade Runner, c'est à se demander s'il n'a pas laisser les manettes à un môme de 12 ans.Bref, ne vaut même pas la peine d'écrire plus de trois lignes. On peut le résumer en un mot :nul.;;;; 5
Film austère, prenant, réaliste, malgré quelques "longueurs d'ambiance" parfois. Très loin des western classiques, on se laisse prendre par l'ambiance de ce périple d'immigrants allemands (si pouvez le voir en VO c'est mieux), dans une nature sauvage, cruelle, totalement inconnue, belle aussi... mais les voyageurs ne vivent que l'instant présent, la progression est de plus en plus dure, ils avancent, ils ont un but, on vit avec eux ces moments difficiles tels qu'ils devaient l'être pour ces pionniers, pendant des jours et des jours... un bon film !;;;; 3.5
Fury s'inscrit dans la longue lignée des navets de guerre américains. Je ne comprends pas. Les réalisateurs ont tout pour pondre un excellent film, mais ils ne le font pas. Au lieu de ça, ils y insèrent des dialogues vides sans intérêt, des longueurs plus qu'interminables (40 minutes dans un appartement à bouffer des oeufs et à parler sentimental), de la bonne morale américaine à en avoir la nausée, du sentimentalisme qui frise le ridicule et une évolution des personnages tellement prévisible (le gringalet peureux du début se transforme en spartiate en 2 jours, et la grosse brute de l'équipe se transforme en mec compréhensif et sympa à la fin). Bref, les acteurs atteignent le degré zéro de la crédibilité, c'est déplorable. Passons maintenant maintenant au réalisme des scènes. En lisant les critiques, il en ressort que le film est un chef d'oeuvre ultra réaliste et une légende du cinéma de guerre. Alors là, c'est juste esclaffant. Je vais évoquer quelques scènes qui illustrent assez bien cette folie irréaliste et inconcevable. Spoiler: D'abord, l'attaque des 4 tanks Sherman sur le char Tigre. Dans le film, les Sherman ont trouvé bon de se mettre cote à cote (lol) pour attaquer un seul ennemi (peut-être pour mieux se faire dézinguer ?). Une scène qui est en surface belle et teintée d'héroïsme, mais par dessus tout on ne peut plus stupide et pathétique. Ensuite, prenons la scène de combat finale que certains qualifient de "magistrale. Les 4 héros, bien amochés, se retrouvent à bord d'un tank immobilisé et à moitié détruit contre un bataillon de 300 SS armés jusqu'aux dents. Cette scène est grotesque à s'en rouler par terre. Les SS apparaissent comme des simples d'esprit qui tirent comme des pingouins (Il a fallu quand même 3 balles de Sniper dans le corps pour Spoiler: à peine blesser l'ineffable Brad Pitt). Puis, lorsque nos héros n'ont plus de munitions, ils ont la bonne idée d'aller en chercher en dehors du tank tranquille pépère, alors que les balles fusent de tous les cotés. Bref, à la fin de la scène finale, nos tankistes ont Spoiler: dégommé 90% du bataillon SS, Spoiler: le corps de Brad Pitt reste également comme neuf après que deux grenades aient explosé avec lui à l'intérieur du char (summum de l'irréalisme).Grosso merdo, on l'aura compris, Fury est un énième film de guerre manichéen mettant en conflit gentils américains imprégnés de la bonne morale chrétienne et affreux nazis ne sachant pas abattre correctement 3 soldats. En conclusion, ce film n'a rien d'un chef d'oeuvre et surtout rien d'innovant malgré des éléments intéressants. Beaucoup de moyens, pour pas grand chose. Je mets une étoile et demie pour l'image, et les effets spéciaux qui immergent assez bien le spectateur lors des scènes de guerre. Un film commercial pour les collégiens.;;;; 1.5
un film tout simplement magnifique, bouleversant, un mel gibson remarquable. Night nous fait une fois de plus rêver et nous emporte dans un scénario jamais vu. Une chute étonnante, on comprend beaucoup de choses a la fin et on en reste scotshé!;;;; 5
De l’émotion et de l’humour, des dialogues à la fois touchants, vifs et percutants, des acteurs et une réalisation impeccables, un très beau film traitant de nos difficultés et différences à gérer la douleur d’un proche. Un regard sur une épreuve, situation cruelle qui peut nous le faire devenir.Un bon film à ne pas manquer.;;;; 4
1 er point  :    bravo a ceux qui propose de mettre des vrais singes vous avez tout compris au film ! justement ce film denonce les mefaits de la sciences sur les animaux (ici les singes mais tant d'autre je ne citerai que quelque exemple : les shampoing testé sur les lapins, les souris de labo et jen passe) donc heureusement que les singes sont faux !!! 2n point : ce genre de film doit nous faire reflechir quant a notre facon de traiter les animaux, reconciderons quils sont dotés de sentiments et surtout d'une ame, preuve en est lorsque la mere proteje son petit, ou la souffrance de l'abandon....Et en ca on ne peu pa dire que ce film et un navet, alors pour ce qui dénigre ce film cest surrement car il vous a mis mal a laise et tant mieu car il nya que la vérité qui dérange ! après ca ne voyez plus un zoo pareil, regarder sur quoi sont testé les priduits cosmétique que vous acheté et surtout nalimenté pas ce marché si ce film vous a touché... 3 em point le fim etait genial ^^ je lacheterai volontié ^^;;;; 5
Jai bien aimer ce film Robert pattison à jouer un rôle remarquable qui lui ressemble de twilight un peu , film à voir.;;;; 4
Un moment joyeux ponctué par des musiques entrainant le spectateur dans la quête d'amour des personnages. Ces derniers font montre a la fois d'une force de caractère et d'une insouciance qui rendent les situations de tension (familiale, amicale) ou de gravitude (relation a la mort, recherche de sa place dans la vie).;;;; 2.5
